StudentNumber,AgeGroup,HoursStudying,Mark,ExamTime
3386,26-35,2-3,50.288221110255165,168.91859977185047
3594,over 45,4-5,93.51068286700885,151.85094396269199
8942,36-45,1-2,92.7631476662079,136.80061565916958
9637,36-45,1-2,72.43008604550197,77.7094928286497
1339,36-45,4-5,93.56841808906181,142.5769214357365
7721,36-45,2-3,78.93360971201992,157.6222071336287
3420,over 45,2-3,59.793668043118664,62.294622830468015
3931,18-25,1-2,78.44793092101034,62.26589388145588
9901,18-25,2-3,79.73348605548644,66.65345114416249
7962,18-25,2-3,67.90723873231204,113.40918694007415
6530,26-35,2-3,61.1182845096078,172.1211093621842
2634,18-25,1-2,71.77693381866744,120.45088809962002
8058,26-35,1-2,58.75592130653365,75.22574887386018
2701,36-45,1-2,93.5142291155827,153.36920101027735
8371,26-35,1-2,95.78149410499074,65.23744485037014
2235,36-45,2-3,62.058441304304324,100.3396514610905
6567,over 45,1-2,82.51292673544813,135.2264886775958
5124,over 45,2-3,44.66168442532342,68.51609168707941
4100,26-35,2-3,67.7277562139891,88.7792250000636
3916,26-35,1-2,51.603440691762806,87.02692178371464
5767,36-45,1-2,49.88161425097311,129.624337910485
2196,18-25,4-5,70.66123308304915,156.17431015749446
8971,18-25,4-5,92.70636270247583,120.35296137818418
1149,over 45,4-5,33.538049088907016,66.72091401340387
3317,over 45,4-5,57.828707940964435,90.02261098687278
4144,36-45,4-5,88.84952715967304,84.74184350458839
5826,over 45,4-5,71.350793890763,88.2159562580312
3193,26-35,2-3,58.703195825024096,173.1255098417133
9922,18-25,2-3,61.225436863747234,130.25177162903515
7606,over 45,1-2,74.22270076888397,157.2282904571561
3132,18-25,1-2,75.55946221275198,149.28244929149218
5695,over 45,2-3,61.81197105900054,176.80067443392005
7281,over 45,4-5,43.306982292426525,61.880555743463866
1288,26-35,2-3,90.03803147136216,175.19518258427655
9732,over 45,4-5,48.05386934576748,177.1076749400595
3041,26-35,2-3,85.42383495926222,164.74412778529847
6198,18-25,2-3,94.04242658316895,138.35934710775103
8521,36-45,4-5,68.65360966319767,88.6403307086145
1957,18-25,4-5,83.92828903232828,68.39569209731587
4703,36-45,1-2,64.95246463550775,78.1361149220293
4860,over 45,2-3,51.23981176502113,110.90421731257177
6621,26-35,4-5,87.75977021996584,135.6098551061873
2564,18-25,1-2,78.72477431756953,70.87898826826412
9930,18-25,2-3,93.23489723482213,98.58465588941718
4534,18-25,2-3,71.59224529241702,80.40843699253229
7077,18-25,4-5,80.79265228008302,104.51513877407041
7498,over 45,4-5,46.44183590194238,84.52257140534505
7912,36-45,2-3,46.32744054954859,116.38639581764889
3447,18-25,4-5,86.972365768396,78.16410324666992
4464,18-25,2-3,86.89981688688496,81.33669592540498
4420,26-35,1-2,85.97383810278248,93.7081161748091
3120,18-25,2-3,74.99040239969554,90.94085106942023
6624,over 45,2-3,85.81724507801738,90.31473884023784
3349,18-25,4-5,96.08311385870087,93.70358077229994
8311,over 45,1-2,55.30293537498201,112.65616742413862
6019,18-25,2-3,83.21874259639941,85.84701009626102
3303,over 45,2-3,40.874125714973076,74.3706721984921
1375,18-25,2-3,72.91284319402799,167.717369694854
7314,36-45,4-5,48.00680436629117,88.4130238468411
1932,18-25,1-2,74.04788644573226,111.24894652750233
8716,26-35,4-5,85.91798328640306,118.37938843207849
3442,26-35,4-5,89.41204914428036,173.44364062561013
5689,18-25,1-2,96.21113635076321,61.908008088260175
2571,26-35,1-2,88.74126713786501,75.4212702165926
1462,18-25,1-2,88.8152513803153,94.59224897382711
4989,26-35,1-2,65.25793342759553,70.6245277961698
8702,over 45,4-5,30.808408805134412,178.55281161760337
9616,26-35,4-5,75.21468558479532,145.0789838112898
2496,over 45,2-3,84.49775024005783,109.8132057427832
1033,26-35,2-3,60.22090293966085,167.98953326649513
6267,26-35,1-2,60.37584069783618,134.27340801554277
6160,26-35,2-3,76.0742722160432,100.1073395152023
3213,over 45,2-3,57.50600168057096,108.34042329292708
4274,18-25,4-5,91.78242630289554,139.80704917052276
8475,over 45,4-5,80.69509993356766,116.3331346187706
1552,26-35,4-5,79.37131320625491,161.88340866565056
6642,36-45,1-2,46.02893612388893,85.93394958379679
4755,26-35,1-2,50.60210466489673,137.27093027742944
4249,over 45,2-3,31.01936935834309,101.02225070963513
5519,36-45,2-3,87.53017367527335,82.43950316432216
6650,26-35,1-2,80.65704926790971,78.29440570501359
3861,36-45,4-5,54.241291035232734,169.32128614532655
2358,18-25,2-3,83.98046986105746,160.83957357239854
3407,over 45,4-5,80.15655728655409,166.40455372211352
6488,36-45,1-2,53.32567234398269,127.31206035058875
8491,18-25,4-5,80.4880324575689,65.16871117604354
9610,over 45,1-2,74.25364975049371,86.6925719966884
6784,18-25,2-3,88.16916019163168,113.91166965033764
4926,26-35,4-5,84.10044491975093,145.91685755802902
7614,36-45,2-3,70.44446794818421,103.52096314907737
5002,26-35,2-3,59.7085040193859,65.39426765832269
1493,26-35,1-2,77.62771746072872,104.0082385630515
2744,26-35,4-5,56.41660843521766,118.16525480355564
2891,36-45,1-2,97.44373244189177,91.94375216826623
5539,over 45,4-5,85.30409235428158,132.7521713109326
2675,26-35,1-2,59.33105855726547,111.31237256733677
8530,18-25,2-3,96.61201094410748,163.21591645990452
5048,36-45,2-3,78.7054888407809,103.34751832469985
1628,over 45,4-5,52.61302013002492,177.9637844338612
9476,18-25,2-3,64.38367056026166,113.4982499002361
2413,36-45,2-3,49.9648263461679,101.12854762951352
7755,36-45,1-2,62.22600949286925,170.39579910057927
7340,over 45,2-3,82.43376830268599,76.24507579468589
1389,18-25,4-5,72.10936305353879,131.33048075108618
8886,over 45,1-2,40.86199463608319,144.26659896209097
8050,36-45,2-3,48.158140734414395,103.9931183600164
6118,18-25,4-5,86.54887805746517,113.84419846659529
6086,36-45,1-2,68.3730664727122,136.71758600015312
7930,26-35,1-2,95.6131390704514,151.68882154809282
4748,over 45,1-2,30.44864045153934,60.08578738827684
1714,over 45,1-2,87.36491163610947,166.94629779384317
3162,36-45,2-3,67.59576457096719,144.62726858912646
1225,26-35,4-5,90.42340352775793,91.10358165659454
8803,18-25,4-5,96.20979600809456,92.61699988775449
6554,over 45,2-3,37.28661459430343,71.69682483332983
1972,over 45,1-2,96.0278514323881,96.14615939116253
7101,36-45,1-2,47.05679459224228,144.58059039824616
9299,18-25,4-5,90.14524039067732,85.90317615040598
5256,36-45,2-3,50.28823973102965,103.33077038037402
6196,36-45,1-2,97.3903270802756,133.76337257386479
4529,26-35,1-2,95.68481739308609,99.00961758608142
9038,over 45,4-5,47.356564483413926,175.1913368937665
1255,26-35,2-3,79.14211030608102,147.05561211285232
2288,26-35,4-5,80.17860881605033,158.14374022952117
9405,36-45,2-3,55.76470600706554,77.63165229473552
6576,over 45,1-2,39.11046464195433,127.73987711314004
9607,18-25,2-3,85.88114493269717,63.993153086180776
6964,over 45,2-3,84.01283287459147,89.42447939963323
9973,26-35,1-2,65.31010604076882,74.81005730263689
